"","No","Citiation","lat","lon","sitecode","logk","stage","Method","climate.zone","Ecosystem","Vegetation","Litter.type","Aspect","Elevation","Slope","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Bulk.density","Clay","pH","SOC","N","CEC","EVI","LAI","NPP","SFP","SBD","Initial.C","Initial.N","Initial.C.N","ln_pred_k","logk","mean_mean_daily_temp","log10NO3c","log10DRPc","TPdep","TNdep","log10dis_m3_pyr","log10dis_m3_pmn","log10dis_m3_pmx","run_mm_syr","log10inu_pc_smn","log10inu_pc_umn","log10inu_pc_smx","log10inu_pc_umx","log10inu_pc_slt","log10inu_pc_ult","log10lka_pc_sse","log10lka_pc_use","log10lkv_mc_usu","log10rev_mc_usu","log10dor_pc_pva","log10ria_ha_ssu","log10ria_ha_usu","log10riv_tc_ssu","log10riv_tc_usu","gwt_cm_sav","ele_mt_sav","ele_mt_uav","ele_mt_smn","ele_mt_smx","slp_dg_sav","slp_dg_uav","log10sgr_dk_sav","tmp_dc_syr","tmp_dc_uyr","tmp_dc_smn","tmp_dc_smx","tempmonth","pre_mm_syr","pre_mm_uyr","log10precipmonth","pet_mm_syr","pet_mm_uyr","PETmonth","aet_mm_syr","aet_mm_uyr","AETmonth","ari_ix_sav","ari_ix_uav","cmi_ix_syr","cmi_ix_uyr","moist_indexmonth","snw_pc_syr","snw_pc_uyr","snw_pc_smx","snowmonth","wet_pc_sg1","wet_pc_ug1","wet_pc_sg2","wet_pc_ug2","for_pc_sse","for_pc_use","crp_pc_sse","crp_pc_use","pst_pc_sse","pst_pc_use","ire_pc_sse","ire_pc_use","gla_pc_sse","gla_pc_use","prm_pc_sse","prm_pc_use","pac_pc_sse","pac_pc_use","cly_pc_sav","cly_pc_uav","slt_pc_sav","slt_pc_uav","snd_pc_sav","snd_pc_uav","soc_th_sav","soc_th_uav","swc_pc_syr","swc_pc_uyr","soilwatermonth","kar_pc_sse","kar_pc_use","log10ero_kh_sav","log10ero_kh_uav","log10pop_ct_ssu","log10pop_ct_usu","log10ppd_pk_sav","log10ppd_pk_uav","urb_pc_sse","urb_pc_use","nli_ix_sav","nli_ix_uav","log10rdd_mk_sav","log10rdd_mk_uav","gdp_ud_sav","log10gdp_ud_ssu","log10gdp_ud_usu","northness","slope","elev","tpi"
"5717",5717,"Tianao.2020",27.14166667,105.7583333,1314,-0.347879419,"mid","Litter bag","Dry-winter subtropical climates","Forest","Shrub","Leaf","South",1677,2.666311264,12.05,7.4,0.293000007,641.6,23.45,-1.65,25.1,19.85,3.25,19.85,3.25,1222.4,224.1,19.6,71.7,523.3353271,68.2,614,68.2,1.11,30.5,5.4,46.1,4.285,228,3310.251465,8.069196701,8053.399902,18.81384999,0.671191216,455,6,75.83,-4.77930688363385,-0.347879419,NA,0.518633902418,0.0163595215043829,84.8036640468121,4220.2921,0.795741020869244,0.419129307741976,1.08919836680515,533,0.778151250383644,0.477121254719662,0.845098040014257,0.602059991327962,0.845098040014257,0.602059991327962,-1,-1,0,0,0,1.54683867245147,1.76800135998682,2.21039878865224,2.3551084701959,419,1468,1559,1088,1912,11.9,10.9,2.4456042032736,14,13.5,4.2,22.9,NA,1091,1090,NA,1042,1020,NA,913,904,NA,1.05,1.07,0.04,0.06,NA,0,0,1,NA,0,0,0,0,44,41,36,44,61,52,0,1,0,0,0,0,0,0,32,31,37,36,31,33,15,16,87,88,NA,100,100,4.48197263156396,4.37147424563693,1.74191547412682,2.00229136248489,2.53335128271729,2.4919203134393,1,2,3.79,5,2.35218251811136,2.47567118832443,5509,8.4741747578226,8.67924597180511,0.00475415447726846,14.125129699707,1678.01000976562,0.328750014305115
"5723",5723,"Wangxioarong.2020",30.98333333,110.75,1315,-0.536958525,"mid","Litter bag","Dry-winter subtropical climates","Forest","Coniferous","Leaf","North",372,11.89978218,17.65,7.9,0.25999999,790,31.05,0.75,30.3,27.45,7.05,27.45,7.05,1079.1,183.3,20.7,57.6,531.8727417,80.6,481.4,80.6,1.25,25.8,6.2,38.9,3.587,192,3613.651855,14.28169632,8691.700195,17.20074713,0.519259274,450.75,11.5,39.2,-4.71442237363226,-0.536958525,NA,0.537457086913347,0.00512189826551432,58.2459228816044,2614.2884,1.72671091249261,1.23489674573159,2.00718428025511,650,0.477121254719662,0,0.698970004336019,0.301029995663981,0.845098040014257,0.301029995663981,0.959041392321094,0.322219294733919,2.14301480025409,2.14301480025409,1.92941892571429,1.97781959661778,2.82508452023507,3.09299558742047,3.6356826523653,884,857,1232,71,1980,25.8,23.3,2.65896484266444,13.6,11.5,2,24.6,NA,1100,1143,NA,1026,948,NA,870,854,NA,1.1,1.24,0.06,0.16,NA,4,4,16,NA,0,0,0,0,41,71,14,10,4,3,6,1,0,0,0,0,2,11,20,22,39,41,41,38,32,41,87,92,NA,60,98,4.20725725871634,3.67933703052079,1.44431029051226,2.31288156133279,2.13078070091359,1.80982896106789,4,1,1.72,2,2.21748394421391,2.16136800223497,11609,8.35219410107328,9.33436258498071,-0.0242858827114105,22.1272296905518,421.809997558594,0.0712499991059303
"5724",5724,"Wangxioarong.2020",30.98333333,110.75,1315,-0.422427783,"mid","Litter bag","Dry-winter subtropical climates","Forest","Coniferous","Leaf","North",372,11.89978218,17.65,7.9,0.25999999,790,31.05,0.75,30.3,27.45,7.05,27.45,7.05,1079.1,183.3,20.7,57.6,531.8727417,80.6,481.4,80.6,1.25,25.8,6.2,38.9,3.587,192,3613.651855,14.28169632,8691.700195,17.20074713,0.519259274,467.63,11.3,41.38,-4.71442237363226,-0.422427783,NA,0.537457086913347,0.00512189826551432,58.2459228816044,2614.2884,1.72671091249261,1.23489674573159,2.00718428025511,650,0.477121254719662,0,0.698970004336019,0.301029995663981,0.845098040014257,0.301029995663981,0.959041392321094,0.322219294733919,2.14301480025409,2.14301480025409,1.92941892571429,1.97781959661778,2.82508452023507,3.09299558742047,3.6356826523653,884,857,1232,71,1980,25.8,23.3,2.65896484266444,13.6,11.5,2,24.6,NA,1100,1143,NA,1026,948,NA,870,854,NA,1.1,1.24,0.06,0.16,NA,4,4,16,NA,0,0,0,0,41,71,14,10,4,3,6,1,0,0,0,0,2,11,20,22,39,41,41,38,32,41,87,92,NA,60,98,4.20725725871634,3.67933703052079,1.44431029051226,2.31288156133279,2.13078070091359,1.80982896106789,4,1,1.72,2,2.21748394421391,2.16136800223497,11609,8.35219410107328,9.33436258498071,-0.0242858827114105,22.1272296905518,421.809997558594,0.0712499991059303
"5725",5725,"Wangxioarong.2020",30.98333333,110.75,1315,-0.49578748,"mid","Litter bag","Dry-winter subtropical climates","Forest","Coniferous","Leaf","North",372,11.89978218,17.65,7.9,0.25999999,790,31.05,0.75,30.3,27.45,7.05,27.45,7.05,1079.1,183.3,20.7,57.6,531.8727417,80.6,481.4,80.6,1.25,25.8,6.2,38.9,3.587,192,3613.651855,14.28169632,8691.700195,17.20074713,0.519259274,400.63,8.65,46.32,-4.71442237363226,-0.49578748,NA,0.537457086913347,0.00512189826551432,58.2459228816044,2614.2884,1.72671091249261,1.23489674573159,2.00718428025511,650,0.477121254719662,0,0.698970004336019,0.301029995663981,0.845098040014257,0.301029995663981,0.959041392321094,0.322219294733919,2.14301480025409,2.14301480025409,1.92941892571429,1.97781959661778,2.82508452023507,3.09299558742047,3.6356826523653,884,857,1232,71,1980,25.8,23.3,2.65896484266444,13.6,11.5,2,24.6,NA,1100,1143,NA,1026,948,NA,870,854,NA,1.1,1.24,0.06,0.16,NA,4,4,16,NA,0,0,0,0,41,71,14,10,4,3,6,1,0,0,0,0,2,11,20,22,39,41,41,38,32,41,87,92,NA,60,98,4.20725725871634,3.67933703052079,1.44431029051226,2.31288156133279,2.13078070091359,1.80982896106789,4,1,1.72,2,2.21748394421391,2.16136800223497,11609,8.35219410107328,9.33436258498071,-0.0242858827114105,22.1272296905518,421.809997558594,0.0712499991059303
"5726",5726,"Wangxioarong.2020",30.98333333,110.75,1315,-0.504233716,"mid","Litter bag","Dry-winter subtropical climates","Forest","Coniferous","Leaf","North",372,11.89978218,17.65,7.9,0.25999999,790,31.05,0.75,30.3,27.45,7.05,27.45,7.05,1079.1,183.3,20.7,57.6,531.8727417,80.6,481.4,80.6,1.25,25.8,6.2,38.9,3.587,192,3613.651855,14.28169632,8691.700195,17.20074713,0.519259274,500.25,8.32,60.13,-4.71442237363226,-0.504233716,NA,0.537457086913347,0.00512189826551432,58.2459228816044,2614.2884,1.72671091249261,1.23489674573159,2.00718428025511,650,0.477121254719662,0,0.698970004336019,0.301029995663981,0.845098040014257,0.301029995663981,0.959041392321094,0.322219294733919,2.14301480025409,2.14301480025409,1.92941892571429,1.97781959661778,2.82508452023507,3.09299558742047,3.6356826523653,884,857,1232,71,1980,25.8,23.3,2.65896484266444,13.6,11.5,2,24.6,NA,1100,1143,NA,1026,948,NA,870,854,NA,1.1,1.24,0.06,0.16,NA,4,4,16,NA,0,0,0,0,41,71,14,10,4,3,6,1,0,0,0,0,2,11,20,22,39,41,41,38,32,41,87,92,NA,60,98,4.20725725871634,3.67933703052079,1.44431029051226,2.31288156133279,2.13078070091359,1.80982896106789,4,1,1.72,2,2.21748394421391,2.16136800223497,11609,8.35219410107328,9.33436258498071,-0.0242858827114105,22.1272296905518,421.809997558594,0.0712499991059303
"5727",5727,"Wangyaya.2020",16.8345036,112.340748,1316,0.077992549,"late","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","North",-0.05,2.950931787,26.35,1.2,0.192999995,182.6,28.95,22.55,6.4,27.45,24.05,28.25,23.65,1514.4,277,9.7,73,NA,45.6,444.9,86.1,NA,NA,NA,NA,NA,NA,2907.923828,9.850446701,6394.43457,16.79473519,NA,322.5,17.4,18.53,-4.6166839210112,0.077992549,NA,NA,NA,200.638106201415,765.8371,0.294245716138118,0.0565237240791004,0.547528576459782,1003,0,0,0,0,0,0,-1,-1,0,0,0,0.0253058652647703,0.0253058652647703,0.0228406108765278,0.0228406108765278,25,0,0,0,6,0,0,NA,26.8,26.8,23.4,29.2,NA,1457,1457,NA,1113,1113,NA,862,862,NA,1.31,1.31,0.24,0.24,NA,0,0,0,NA,0,0,0,0,0,0,53,53,9,9,0,0,0,0,0,0,0,0,15,14,20,19,66,67,73,74,79,79,NA,0,0,1.30102999566398,1.27875360095283,0.0784568180532925,0.0784568180532925,1.3950466767844,1.39523900108155,0,0,1.87,1.66,0,0,9246,0,0,0.0791202187538147,1.19952261447906,9.9399995803833,0.144999995827675
"5728",5728,"Wangyaya.2020",16.8345036,112.340748,1316,-0.229530925,"mid","Litter bag","Tropical megathermal climates","Forest","Broadleaved","Leaf","North",-0.05,2.950931787,26.35,1.2,0.192999995,182.6,28.95,22.55,6.4,27.45,24.05,28.25,23.65,1514.4,277,9.7,73,NA,45.6,444.9,86.1,NA,NA,NA,NA,NA,NA,2907.923828,9.850446701,6394.43457,16.79473519,NA,453.9,7.3,62.18,-4.6166839210112,-0.229530925,NA,NA,NA,200.638106201415,765.8371,0.294245716138118,0.0565237240791004,0.547528576459782,1003,0,0,0,0,0,0,-1,-1,0,0,0,0.0253058652647703,0.0253058652647703,0.0228406108765278,0.0228406108765278,25,0,0,0,6,0,0,NA,26.8,26.8,23.4,29.2,NA,1457,1457,NA,1113,1113,NA,862,862,NA,1.31,1.31,0.24,0.24,NA,0,0,0,NA,0,0,0,0,0,0,53,53,9,9,0,0,0,0,0,0,0,0,15,14,20,19,66,67,73,74,79,79,NA,0,0,1.30102999566398,1.27875360095283,0.0784568180532925,0.0784568180532925,1.3950466767844,1.39523900108155,0,0,1.87,1.66,0,0,9246,0,0,0.0791202187538147,1.19952261447906,9.9399995803833,0.144999995827675
"5729",5729,"Xiaoling.2020",28.41666667,115.8333333,1317,0.560384923,"late","Litter bag","Dry-winter subtropical climates","Wetland","Grass","Leaf","South",21,0.105930842,18.75,7.5,0.242000008,828,33.25,2.35,30.9,23.05,14.25,28.85,7.65,1829.7,337.3,50.1,57.2,743.4017334,199.3,621.9,265.9,1.24,29.9,5.6,20.2,1.65,174,2856.326172,7.95714283,4711.100098,21.34134322,0.475098968,505,22.51,22.44,-4.97648602109053,0.560384923,NA,0.321615663339605,0.010161834136633,72.4324160684038,2515.9506,3.40224521435915,2.94949539566349,3.68492682908336,1031,1.7160033436348,0.778151250383644,2.00432137378264,1.49136169383427,2.00432137378264,1.55630250076729,0.707570176097936,0.707570176097936,3.85570083083544,3.82118588260885,1.92427928606188,2.72056032357986,4.57669098352431,4.50072390401126,5.93506169050525,31,23,291,13,52,0.6,8.3,1,18,18.1,5.9,29.8,NA,1011,1549,NA,1139,1201,NA,850,1055,NA,0.89,1.29,-0.11,0.22,NA,0,0,0,NA,11,1,0,0,0,56,79,19,3,12,32,10,0,0,0,0,0,5,22,22,38,36,40,42,10,27,71,86,NA,0,3,3.66576855071938,3.63898815934368,1.61583436459567,4.27572393409806,2.5228952481571,2.37691623111221,18,11,11.97,3,3.67440181284528,2.47129171105894,8821,8.52978003237023,11.2380725064692,0.0100032575428486,0.933954775333405,20.3199996948242,-0.259999990463257
"5730",5730,"Xiaoling.2020",28.41666667,115.8333333,1317,0.303412071,"mid","Litter bag","Dry-winter subtropical climates","Wetland","Grass","Leaf","South",21,0.105930842,18.75,7.5,0.242000008,828,33.25,2.35,30.9,23.05,14.25,28.85,7.65,1829.7,337.3,50.1,57.2,743.4017334,199.3,621.9,265.9,1.24,29.9,5.6,20.2,1.65,174,2856.326172,7.95714283,4711.100098,21.34134322,0.475098968,453.7,8.81,51.5,-4.97648602109053,0.303412071,NA,0.321615663339605,0.010161834136633,72.4324160684038,2515.9506,3.40224521435915,2.94949539566349,3.68492682908336,1031,1.7160033436348,0.778151250383644,2.00432137378264,1.49136169383427,2.00432137378264,1.55630250076729,0.707570176097936,0.707570176097936,3.85570083083544,3.82118588260885,1.92427928606188,2.72056032357986,4.57669098352431,4.50072390401126,5.93506169050525,31,23,291,13,52,0.6,8.3,1,18,18.1,5.9,29.8,NA,1011,1549,NA,1139,1201,NA,850,1055,NA,0.89,1.29,-0.11,0.22,NA,0,0,0,NA,11,1,0,0,0,56,79,19,3,12,32,10,0,0,0,0,0,5,22,22,38,36,40,42,10,27,71,86,NA,0,3,3.66576855071938,3.63898815934368,1.61583436459567,4.27572393409806,2.5228952481571,2.37691623111221,18,11,11.97,3,3.67440181284528,2.47129171105894,8821,8.52978003237023,11.2380725064692,0.0100032575428486,0.933954775333405,20.3199996948242,-0.259999990463257
"5731",5731,"Xiaoling.2020",28.41666667,115.8333333,1317,0.174059808,"mid","Litter bag","Dry-winter subtropical climates","Wetland","Grass","Leaf","South",21,0.105930842,18.75,7.5,0.242000008,828,33.25,2.35,30.9,23.05,14.25,28.85,7.65,1829.7,337.3,50.1,57.2,743.4017334,199.3,621.9,265.9,1.24,29.9,5.6,20.2,1.65,174,2856.326172,7.95714283,4711.100098,21.34134322,0.475098968,417.21,16.65,25.06,-4.97648602109053,0.174059808,NA,0.321615663339605,0.010161834136633,72.4324160684038,2515.9506,3.40224521435915,2.94949539566349,3.68492682908336,1031,1.7160033436348,0.778151250383644,2.00432137378264,1.49136169383427,2.00432137378264,1.55630250076729,0.707570176097936,0.707570176097936,3.85570083083544,3.82118588260885,1.92427928606188,2.72056032357986,4.57669098352431,4.50072390401126,5.93506169050525,31,23,291,13,52,0.6,8.3,1,18,18.1,5.9,29.8,NA,1011,1549,NA,1139,1201,NA,850,1055,NA,0.89,1.29,-0.11,0.22,NA,0,0,0,NA,11,1,0,0,0,56,79,19,3,12,32,10,0,0,0,0,0,5,22,22,38,36,40,42,10,27,71,86,NA,0,3,3.66576855071938,3.63898815934368,1.61583436459567,4.27572393409806,2.5228952481571,2.37691623111221,18,11,11.97,3,3.67440181284528,2.47129171105894,8821,8.52978003237023,11.2380725064692,0.0100032575428486,0.933954775333405,20.3199996948242,-0.259999990463257
"5732",5732,"Yangyang.2020",32.83038333,103.5872833,1318,-0.12374751,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,431.18,8.26,52.21,-5.38743121514696,-0.12374751,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5733",5733,"Yangyang.2020",32.83038333,103.5872833,1318,-0.303058538,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,410.1,4.13,99.32,-5.38743121514696,-0.303058538,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5734",5734,"Yangyang.2020",32.83038333,103.5872833,1318,-0.142866601,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,366.45,14.45,25.36,-5.38743121514696,-0.142866601,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5735",5735,"Yangyang.2020",32.83038333,103.5872833,1318,-0.37966611,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,446.23,3.23,138.33,-5.38743121514696,-0.37966611,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5736",5736,"Yangyang.2020",32.83038333,103.5872833,1318,-0.239298632,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,386.02,4.13,93.49,-5.38743121514696,-0.239298632,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5737",5737,"Yangyang.2020",32.83038333,103.5872833,1318,-0.243812869,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,425.16,4.65,91.53,-5.38743121514696,-0.243812869,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5738",5738,"Yangyang.2020",32.83038333,103.5872833,1318,-0.076186279,"mid","Litter bag","Continental/microthermal climates","Grassland","Grass","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,372.47,9.16,40.66,-5.38743121514696,-0.076186279,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5739",5739,"Yangyang.2020",32.83038333,103.5872833,1318,-0.041058841,"mid","Litter bag","Continental/microthermal climates","Grassland","Mixture","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,348.38,8.9,39.13,-5.38743121514696,-0.041058841,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
"5740",5740,"Yangyang.2020",32.83038333,103.5872833,1318,-0.045651343,"mid","Litter bag","Continental/microthermal climates","Grassland","Mixture","Leaf","South",3500,7.452226639,1.35,10.1,0.308999991,797.3,15.35,-17.35,32.7,9.25,-9.45,10.85,-9.45,905.8,148.1,6.2,70.1,340.1589355,30.5,389.7,30.5,1.07,20.1,5.4,89.4,6.121,268,2490.348633,13.50401783,5686.299805,17.18409359,0.634564281,384.51,8.52,45.15,-5.38743121514696,-0.045651343,NA,0.101031497020611,0.014839662714294,50.51485760864,1237.1031,0.986368593570273,0.393399695293102,1.23547794461295,380,0,0,0,0,0,0,-1,-1,0,0,0,1.57226735013482,2.02839229300539,2.33475724909233,2.62586166102129,767,3551,3720,2980,4253,22,20.9,2.41161970596323,2.8,1.6,-7,11.4,NA,789,795,NA,851,794,NA,660,652,NA,0.94,1.01,-0.07,0,NA,5,5,13,NA,0,0,0,0,87,36,2,2,55,78,0,0,0,0,1,1,0,0,17,18,39,37,45,45,66,75,79,84,NA,0,0,3.38667728396084,3.57680189582891,0.664453928581158,0.889021422095225,1.32199174754726,0.999565488225982,0,0,1.42,0,2.23299611039215,1.77815125038364,18318,6.75201762334729,6.7698169374567,0.0242065023630857,21.7763671875,3396.57006835938,-1.79750001430511
